Persian,Transliteration
خبیر,/khabīr/
خرب,/kharb/
نادیده,/nādīdih/
بسامان,/bisāmān/
نادی,/nādī/
رب الفلق,/rabbulfalaq/
عصفر,/'usfur/
مهاوی,/mahāvī/
ناژویان,/nāžūyān/
گنجیده,/gunjīdih/
شما,/shumā/
مهب,/mahab[b]/
رب العزه,/rabbul'izzih/
سجانیدن,/sajānīdan/
اوژن,/'u[w]žan/
سجان,/sajjān/
آبکامه,/'ābkāmih/
ژرف,/žarf/
هورخش,/hūrakhsh/
شده بند,/shudiband/
آب کاری,/'ābkārī/
شده,/shaddih/
گم,/gum/
که,/kih/
گلین گوی,/gilīngūy/
کها,/kahā/
پروریدن,/parvarīdan/
جرنده,/jirandih/
وهب,/vah[a]b/
بادفر,/bādfar/
وهاد,/vihād/
دهلوی,/dihlavī/
چاره سنج,/chārisanj/
ده لو,/dahlū/
چاره سگال,/chārisigāl/
انتزاع,/'intizā'/
چاهی,/chāhī/
چاهیدن,/chāhīdan/
قیفال,/qīfāl/
قیف,/qīf/
غارغار,/qārqār/
انترناسیونالیسم,/'antirnāsīyunālīsm/
غارجی,/qārijī/
چک چک,/chakchak/
فرخال,/farkhāl/
ناشمر,/nāshu(i)mar/
ناشمار,/nāshu(i)mār/
ریوه,/rīvih/
سرخه دار,/surkhidār/
ماسوی اللـه,/māsa(i)vallāh/
فرومانده,/furūmāndih/
استوک,/'istuk/
خول,/khaval/
عطرآگین,/'a(i)tr[']āgīn/
ماسوره,/māsūrih/
طاووس فش,/tāvūsfash/
طاووس وار,/tāvūsvār/
تفتیده,/taftīdih/
شادباد,/shādbād/
مفت خور,/muftkhur/
قرا,/qarrā/
قارع,/qāri'/
قارعه,/qāri'ih/
اعوجاج,/'i'vijāj/
اواصر,/'avāsir/
قدقد,/qudqud/
سخریه,/sukhrīy[y]ih/
سخره,/sukhrih/
شاه سپرم,/shāhisparam/
شاه سوار,/shāhsavār/
قدغن,/qadiqan/
اعوج,/'a'vaj/
اواسط,/'avāsit/
لاه,/lāh/
کاذبه,/kāzibih/
پرده در,/pardidar/
پرده داری,/pardidārī/
غرب,/qarb/
مار,/mār/
غربا,/qurabā/
سیچیده,/sīchīdih/
سیخ,/sīkh/
کاذب,/kāzib/
دوازدهم,/davāzdahum/
لاغیه,/lāqīyih/
گفت,/guft/
لاغرمیان,/lāqarmīyān/
محله,/mahallih/
دوازده جوسق,/davāzdahju[w]saq/
جمشاک,/jamshāk/
جمع,/jam'/
متضرر,/muti(a)zarrir/
چمچاچ,/chimchāch/
چند,/chand/
ترس,/tars/
فرض,/farz/
جواری,/javārī/
چنته,/chantih/
جوارش,/ju(a)vārish/
نغوشا,/ni(a)qūshā/
پناباد,/panābād/
گردافکن,/gurd[']afkan/
متضاعف,/mutazā'if/
پمپ,/pump/
ازت,/'azut/
خن,/khan/
گشادن,/gushādan/
گردافشانی,/gard[']afshānī/
خناجر,/khanājir/
زنخ,/zanakh/
داغداغان,/dāqdāqān/
زنچک,/zanchak/
عرابی,/'arābī/
عذب,/'azb/
میراث خوار,/mīrāskhār/
میراث,/mīrās/
یبست,/yabast/
عذوبت,/'uzūbat/
اسلوب,/'uslūb/
بازداشته,/bāzdāshtih/
مداعبت,/mudā'ibat/
بازداشتن,/bāzdāshtan/
بالفعل,/bilfi'l/
مدارک,/madārik/
سگ انگور,/sag[']angūr/
عمومی,/'umūmī/
نشوز,/nushūz/
الکترومتر,/'ilict[i(u)]rumitr/
حرف گیر,/harfgīr/
یارک,/yārak/
سگالیده,/sigālīdih/
عموم,/'umūm/
یارغوچی,/yārqūchī/
مجید,/majīd/
ولات,/vulāt/
مجیدن,/majīdan/
خط,/khat[t]/
تعاشق,/ta'āshuq/
ولا,/valā/
خضیب,/khazīb/
قدم گاه,/qadamgāh/
پیچانده,/pīchāndih/
صادرات,/sādirāt/
نقار,/naqqār/
پیچاندن,/pīchāndan/
نقاد,/naqqād/
قدنما,"/qadna(u,i)mā/"
خوالیگر,/khālīgar/
غور,/qūr/
بی عرضگی,/bī'urzigī/
بی عرضه,/bī'urzih/
قالب گیری,/qālibgīrī/
رسم,/rasm/
قالپاق,/qālpāq/
حصیات,/hasayāt/
افسونگر,/'afsūngar/
دانش الفنج,/dānish[']alfanj/
ایقاد,/'īqād/
امتزاج,/'imtizāj/
گردنه,/gardanih/
دانش آور,/dānish[']āvar/
گردنگل,/gardangal/
امتصاص,/'imtisās/
داعیه,/dā'īyih/
پیش خورد,/pīshkhurd/
پویایی,/pūyāy(')ī/
پوئن,/pu'an/
داعی الدعاة,/dā'īyuddu'āt/
حصافت,/hasāfat/
افسون,/'afsūn/
مقترن,/muqtarin/
ناارز,/nā'arz/
زراق,/zarrāq/
موج,/mu[w]j/
زرافه,/zarrāfih/
سالب,/sālib/
موثوق,/mu[w]sūq/
ناآهار,/nā'āhār/
رسل,/rusul/
جموم,/jumūm/
جموع,/jumū'/
حدب,/hadab/
تانژانت,/tānžānt/
تانتال,/tāntāl/
صیدله,/siydalih/
حدائق,/hadā'(y)iq/
سطوت,/satvat/
بسباسه,/basbāsih/
آر,/'ār/
بام گلان,/bāmgulān/
صیدنه,/siydanih/
نقره کوب,/nuqrikūb/
ایستیدن,/'īstīdan/
جگاره,/jagārih/
نقره کوبی,/nuqrikūbī/
بامگاه,/bāmgāh/
نمدیده,/namadīdih/
نمر,/nam[i]r/
آهن خا,/'āhankhā/
تباهانیدن,/tabāhānīdan/
فطانت,/fi(a)tānat/
دیلمک,/diylamak/
احدی الحسنیین,/'ihdalhusnayiyn/
سکسکه,/siksikih/
تباه,/tabāh/
جکاشه,/jakāshih/
دیلماج,/dīlmāj/
احدی الراحتین,/'ihdarrāhatiyn/
گوهرریز,/gu[w]harrīz/
گوهرزا,/gu[w]harzā/
رسته,/rastih/
حذذ,/hazaz/
خلبان,/khalabān/
حذاقت,/ha(i)zāqat/
کبسون,/kabsūn/
آبخیز,/'ābkhīz/
کاشغری,/kāshqarī/
کاشح,/kāshih/
زبانیه,/zabānīyih/
تاراج,/tārāj/
تحفه,/tuhfih/
سوک,/sūk/
قلب شناس,/qalbshinās/
نیرم,/nayram/
تحفل,/tahafful/
چاچی کمان,/chāchīkamān/
قلب زن,/qalbzan/
فرستادن,/firistādan/
فرسپس,/fursips/
نیریز,/niyrīz/
ذؤابه,/zu'ābih/
سکون,/sukūn/
اصطلام,/'istilām/
سکوره,/sukūrih/
اصطناع,/'istinā'/
برهم,/barham/
مازاغ,/māzāq/
دوخته,/dūkhtih/
آبستنی,/'ābistanī/
طرفه,/tarfih/
پیپت,/pīpit/
مازار,/māzār/
گسستنی,/gusastanī/
برهلیا,/barhilyā/
تجهز,/tajahhuz/
ضرب گیر,
الفرار,/'alfarār/
ضرب دیده,/zarbdīdih/
ریزان,/rīzān/
متشبث,/muti(a)shabbis/
ریزابه,/rīzābih/
متشبه,/mutashabbih/
پای آگیش,/pāy[']āgīsh/
کریدور,/kurīdur/
جواهر,/javāhir/
چرایی,/chi(a)rāy(')ī/
طنز,/tanz/
کریچه,/ku(a)rīchih/
پای,/pāy/
طنبی,/ta(i)nabī/
ابزار,/'abzār/
برشمردن,/barshi(u)murdan/
مبهوت,/mabhūt/
ابزارمند,/'abzārmand/
گرافیت,/girāfīt/
بدبده,/badbadih/
قائلین,/qā'ilīn/
درافشان,/dur[']afshān/
دل آسا,/dil[']āsā/
درافتادن,/dar[']uftādan/
لطایف,/latāyif/
قائل,/qā'il/
کرچه,/kurchih/
جان فشانی,/jānfishānī/
جان فشان,/jānfishān/
تلون,/talavvun/
تلویح,/talvīh/
یافه,/yāfih/
لب تشنه,/labtishnih/
کرچک,/karchak/
جامه,/jāmih/
لثام,/lisām/
تولید,/tu[w]līd/
لب تخت,/labtakht/
تاه,/tāh/
سمات,/simāt/
منصف,/munsif/
پیرارسال,/pīrārsāl/
منصرم,/munsarim/
کالسکه چی,/kāliskichī/
سها,/suhā/
ماهار,/māhār/
سنات,/sunāt/
ماه آب,/māh[']āb/
سنابل,/sanābil/
رفض,/rafz/
رفری,/rifirī/
گلی,/gilī/
صد,/sad/
شفاهی,/shafāhī/
گلیز,/gilīz/
کالسکه,/kāliskih/
سرراست,/sarrāst/
ذوحیات,/zūhayāt/
برهوت,/barahūt/
مکثار,/miksār/
روپیه,/rūpīyih/
جادوسخن,/jādūsukhan/
نامردانه,/nāmardānih/
نوس,/nūs/
برهنگی,/bira(i)hnigī/
قط زن,/qat[t]zan/
نبالت,/nabālat/
نوژان,/nūžān/
شفته,/shiftih/
شفرات,/shafarāt/
علف,/'alaf/
دی اکسید,/dī'[y]uksīd/
سگک,/sagak/
دیافراگم,/dīyāfrāgm/
سگسارانه,/sagsārānih/
سبک اسلحه,/sabuk[']asla(i)hih/
سفته گوش,/suftigūsh/
سفته بازی,"/sa(u,i)ftibāzī/"
سیمین,/sīmīn/
ابره,/'abrih/
استکبار,/'istikbār/
سیمیا,/sīmīyā/
استکثار,/'istiksār/
جفته,/jaftih/
کج بیل,/kajbīl/
جفت گیری,/juftgīrī/
کجاوه,/kajāvih/
ابرون,/'abrūn/
مرقومه,/marqūmih/
تله پاتی,/tilipātī/
میوه نیام,/mīvinīyām/
بریجن,/birījan/
میهمان,/mīhmān/
بریج,/birīj/
توزین,/tu[w]zīn/
توزیع,/tu[w]zī'/
گورشکاونه,/gūrshikāvanih/
خوش صورت,/khushsūrat/
خوش صحبت,/khushsuhbat/
قدح آشام,/qadah[']āshām/
گورشکاف,/gūrshikāf/
غیژیدن,/qīžīdan/
غیژ,/qīž[ž]/
توتو,/tūtū/
زرین کلاه,/zar[r]īnkulāh/
توتمیسم,/tutimīsm/
مغنیه,/muqannīyih/
پاسخ,/pāsukh/
مغنی,/muqnī/
پاستوریزه,/pāsturīzih/
اندوز,/'andūz/
ارزیافت,/'arzyāft/
کاسه گردان,/kāsigardān/
کاسه گر,/kāsigar/
صاد,/sād/
لکانه,/lakānih/
پسری,/pisarī/
پس روی,/pasravī/
کردر,/kardar/
ماشی,/māshī/
زمو,/zumū/
سایه روشن,/sāyiru[w]shan/
زمنج,/zimunj/
لایعد,/lāyu'ad[d]/
ناپارسا,/nāpārsā/
دوال,/davāl/
حظ,/haz[z]/
حطیم,/hatīm/
سایه رو,/sāyiru[w]/
سردست,/sardast/
خرقه,/khirqih/
بری,/barī/
نابیوسان,/nābīyūsān/
شاوزد,/shāvazd/
سپه آرا,/sipah[']ārā/
رمادی,/ramādī[y]/
شاوغر,/shāvqar/
استنتاج,/'istintāj/
گنجاندن,/gunjāndan/
گنجار,/gu(a)njār/
سرکلانتری,/sarkalāntarī/
فخ,/fakh[kh]/
اخف,/'akhaf[f]/
سرکلانتر,/sarkalāntar/
اخطاریه,/'ikhtārīy[y]ih/
دکوپاژ,/dikupāž/
دکمه,/dukmih/
علی اللـه,/'alallāh/
گات,/gāt/
علی القطع,/'alalqat'/
بسیطه,/basītih/
چشک,/chish[a]k/
شاهدباز,/shāhidbāz/
فرس ماژور,/fursmāžur/
بسیط,/basīt/
خوب,/khub/
کعبتین,/ka'batiyn/
ننه,/nanih/
آسمان جون,/'ās[i]mānjūn/
آسمان پیسه,/'ās[i]mānpīsih/
ننو,/nanū/
درگذرنده,/darguzarandih/
سخن آرایی,/sukhan[']ārāy(')ī/
سخن آرا,/sukhan[']ārā/
رمانیده,/ramānīdih/
اخترگر,/'akhtargar/
صقال,/siqāl/
صفیر,/safīr/
مطرف,/mi(u)traf/
قندیل,/qa(i)ndīl/
قنسول,/qunsūl/
اخترشناس,/'akhtarshinās/
شاه دانه,/shāhdānih/
سرسام آور,/sarsām[']āvar/
سپسی,/sipasī/
ماچ,/māch/
مقسم,/maqsim/
سرسام,/sarsām/
ماچوچه,/māchūchih/
مقسط,/muqsit/
زندقه,/zandaqih/
کهربا,/kahrubā/
کافور,/kāfūr/
کافوربار,/kāfūrbār/
سیاه دانه,/sīyāhdānih/
نظار,/nizār/
نفاثات,/naffāsāt/
شیذر,/shiyzar/
سکس,/siks/
معاقل,/ma'āqil/
حله,/hillih/
سکزی,/sakzī/
داراشکوه,/dārāshukūh/
مساری,/masārī/
دارافزین,/dār[']afzīn/
خرماخرک,/khurmākharak/
فعلگی,/fa'ligī/
فعلا,/fi'lan/
خرمابن,/khurmābun/
جگرگاه,/jigargāh/
جگرکی,/jigarakī/
اندول,/'andūl/
پیشروی,/pīshravī/
پیش رونده,/pīshravandih/
مثاب,/musāb/
اندوزیدن,/'andūzīdan/
شوالیه,/shuvālīyih/
شوامخ,/shavāmikh/
اسنان,/'asnān/
اسناد,/'asnād/
ورزشخانه,/varzishkhānih/
انجخیدن,/'anjukhīdan/
درآمدن,/dar[']āmadan/
یورت,/yūrt/
روباه تربک,/rūbāhturbak/
ورزش,/varzish/
رسن,/rasan/
رسن باز,/rasanbāz/
فراخ دستی,/farākhdastī/
منحوت,/manhūt/
شافعی,/shāfi'ī/
استفتا,/'istiftā/
منحنی,/munhanī/
استفتاح,/'istiftāh/
فراخ دست,/farākhdast/
آماسیدگی,/'āmāsīdigī/
نشور,/nushūr/
آماسانیده,/'āmāsānīdih/
کفایی,/ki(a)fāy(')ī/
کفایت,/kifāyat/
آگهی,/'āgahī/
آب پاشان,/'ābpāshān/
آگهیدن,/'āgahīdan/
شافع,/shāfi'/
آب بها,/'ābbahā/
کلیمی,/kalīmī/
کلینیک,/kilīnīk/
تحت,/taht/
دم بریده,/dumburīdih/
بیدار,/bīdār/
بیدارباش,/bīdārbāsh/
دمبرگ,/dumbarg/
قندران,/qandarān/
قنددان,/qanddān/
ی,/y/
پلاس گر,/pa(i)lāsgar/
استادکار,/'ustādkār/
رقیب,/raqīb/
استادانه,/'ustādānih/
نخجیروال,/nakhjīrvāl/
فلاسفه,/falāsifih/
بدنشان,/badnishān/
تغلیب,/taqlīb/
فلاده,/falādih/
سیه فام,/sīyahfām/
اکید,/'akīd/
سیه سار,/sīyahsār/
غزل سرا,/qazalsa(u)rā/
غزل خوان,/qazalkhān/
استخبار,/'istikhbār/
تقلقل,/taqalqul/
استخدام,/'istikhdām/
قاضی الحاجات,"/qāzilhājāt, qāzīyulhājāt/"
بکمون,/bukmūn/
تثقیل,/tasqīl/
قاضی,/qāzī/
بکمان,/bukmān/
مقدرات,/muqaddarāt/
مقفا,/muqaffā/
تثقیب,/tasqīb/
استنکاح,/'istinkāh/
استنطاق,/'istintāq/
پیشانی,
مهام,/mahām[m]/
پیشانه,/pīshānih/
رف,/raf/
پیشین,/pīshīn/
بیادر,/bayādir/
نظارت,/ni(a)zārat/
لارو,/lārv/
بگ,/ba(i)g/
پیشینگان,/pīshīnigān/
نظارگان,/nazzārigān/
لارنژیت,/lāri(a)nžīt/
آینه بندان,/'āy[i]nibandān/
قلمکارسازی,/qalamkārsāzī/
سالمند,/sālmand/
قلمکار ساز,/qalamkārsāz/
حسب,/hasb/
تلاب,/talāb/
صغایر,/saqāy(')ir/
لاش برگ,/lāsh[a]barg/
صغارت,/sa(i)qārat/
خرسند,/khursand/
لبث,/labs/
دیوفش,/dīvfash/
مثالب,/masālib/
علی ای حال,/'alā'ayyi(u)hāl/
رسول,/rasūl/
خادم,/khādim/
ترخص,/tarakhkhus/
فصل الخطاب,/faslulkhitāb/
رسوم,/rusūm/
تل,/tal[l]/
حکم,/hakam/
اریحیت,/'aryahīy[y]at/
مازن,/māzan/
چم,/cham/
مقدار,/miqdār/
قناری,/qanārī/
فقرالدم,/faqruddam/
قناره,/qi(a)n[n]ārih/
خادع,/khādi'/
مقرب,/muqarrab/
مقرب الحضرت,/muqarrabulhazrat/
مقدام,/miqdām/
پلاتین,/pilātīn/
پلاتونیسم,/pilātunīsm/
پرکم,/parkam/
چوب کاری,/chūbkārī/
چوبک اشنان,/chūbak[']ushnān/
فنن,/fanan/
زبان گرفته,/zabāngiriftih/
زبان گرفتگی,/zabāngiriftigī/
ماشینیسم,/māshīnīsm/
ترمب ترمب,/turumbturumb/
کرومات,/ku(i)rumāt/
آسان گیر,/'āsāngīr/
مستبعد,/mustab'ad/
ترم,/tirm/
عیاش,/'ayyāsh/
سبزخنگ,/sabzkhing/
مایه کوبی,/māyikūbī/
گفتار,/guftār/
دیم,/diym/
کوفته,/kūftih/
مرموق,/marmūq/
کوفجان,/kūfjān/
سحرخیزی,/saharkhīzī/
سحرخیز,/saharkhīz/
آسان گوار,/'āsānguvār/
پانسمان,/pānsimān/
مولویه,/mu[w]lavīy[y]ih/
مایه زنی,/māyizanī/
اعراق,/'a'rāq/
مرموز,/marmūz/
آهمند,/'āhumand/
مقلاد,/miqlād/
مشرب,/mashrab/
موزع,/muvazza'/
نطق,/nutq/
مشدد,/mushaddad/
موزر,/mu[w]zir/
پانسیون,/pānsīyun/
مهلل,/muhallal/
مهلکه,/mahlakih/
خویشی,/khīshī/
برکنده,/barkandih/
انگیزاننده,/'angīzānandih/
برکندن,/barkandan/
ناسزاوار,/nāsizāvār/
مصلحت,/masla(i)hat/
ارغنن,/'arqanun/
کمرا,/kamrā/
انگیزش,/'angīzish/
آهرمن,"/'āhi(a)rman, 'āhriman/"
پاتله,/patilih/
آهخته,/'āhikhtih/
پاتر,/pātar/
ترینه,/tarīnih/
غیب نما,"/qiybna(i,u)mā/"
غیب گویی,/qiybgūy(')ī/
انباردن,/'ambardan/
تادار,/tādār/
انبارداری,/'ambārdārī/
کمربسته,/kamarbastih/
گداهمت,/ga(i)dāhimmat/
جنتلمن,/jintilman/
تسلیخ,/taslīkh/
بسائط,/basā'[y]it/
جنتر,/jantar/
شاخص,/shākhis/
شاخک,/shakhak/
تسلیح,/taslīh/
شهادتین,/shahādatiyn/
پیش فروش,/pīshfurūsh/
منتسخ,/muntasakh/
ساکارین,/sākārīn/
تسبیل,/tasbīl/
جواب,/javāb/
آشغال کله,/'āshqālkallih/
لاله عذار,/lāli'izār/
تعزیه,/ta'zīyih/
آشغالدان,/'āshqāldān/
جو,/jav[v]/
صبحک اللـه,/sabbahakallāh/
لاله عباسی,/lāli'abbāsī/
تنها,/tanhā/
تنهایی,/tanhāy(')ī/
تریپانوزوم,/tirīpānuzum/
بادیان,/bādīyān/
یرمق,/yarmaq/
تریت,/tirīt/
آسیاچرخ,/'āsīyācharkh/
یرمغان,/yarmaqān/
مغمور,/maqmūr/
امد,/'amad/
اراک,/'arāk/
جیرجیر,/jīrjīr/
جیران,/jiyrān/
مدرب,/mudarrab/
امداد,/'amdād/
داهل,/dāhul/
وحش,/vahsh/
رمش,/ramish/
رمس,/rams/
به واجب,/bivājib/
وحدت,/vahdat/
دواهی,/davāhī/
رؤیت,/ru'yat/
تداول,/tadāvul/
معده,/mi'dih/
پرگناه,/purgunāh/
معدوم,/ma'dūm/
شعار,/shu(i)'ār/
شعاریر,/sha'ārīr/
پیوندکرده,/piyvandkardih/
آق سنقر,/'āqsunqur/
پرماسیدن,/parmāsīdan/
باتری,/bātrī/
پرماسنده,/parmāsandih/
رویت,/ravīy[y]at/
چمن زار,/chamanzār/
خاتم کار,/khātamkār/
پده,/padih/
پدوند,/padvand/
خاتم سازی,/khātamsāzī/
حاضرالذهن,/hāziruzzihn/
ستاره باران,/sitāribārān/
انجخت,/'anjakht/
آسمان گون,/'ās[i]māngūn/
آسمان فرسا,/'ās[i]mānfarsā/
نشیم,/nashīm/
نشیط,/nashīt/
یاسج,/yāsi(u)j/
یاسم,/yāsam/
حاضرجواب,/hāzirjavāb/
انجخ,/'anjukh/
احتمال,/'ihtimāl/
احتما,/'ihtimā/
فرجامیدن,/farjāmīdan/
سرنگ,/surang/
سرنفر,/sarnafar/
گوارش,/guvārish/
گوارشت,/guvārisht/
لاحق,/lāhiq/
یشم,/yashm/
لاحقه,/lāhiqih/
گچه,/gach[ch]ih/
صورت پرست,/sūratparast/
چابک دستی,/chābukdastī/
فادوسیدن,/fādūsīdan/
گچ کاری,/gachkārī/
مستعفی,/musta'fī/
سحرآمیز,/sihr[']āmīz/
سوخته خرمن,/sūkhtikha(i)rman/
مستعربه,/musta'ribih/
صالح,/sālih/
سوخته دل,/sūkhtidil/
فاخیده,/fākhīdih/
صافی دل,/sāfīdil/
اقماع,/'iqmā'/
نواخوان,/navākhān/
قاطعه,/qāti'ih/
نواخته,/navākhtih/
تودره,/tūdarih/
یک تهی,/yiktahī/
تودرتو,/tūdartū/
سه گانه,/sigānih/
خضر,/khazar/
چراغان,/chirāqān/
ایجاب,/'ījāb/
راید,/rāyid/
زاغ زبان,/zāqzabān/
مندیل,/mandīl/
محو,/mahv/
معرف,/mu'arrif/
منده,/mandih/
رایحه,/rāyihih/
فریاد,/faryād/
کوس,/kūs/
معرض,/ma'raz/
فری,/farī/
حاخام,/hākhām/
منیع,/manī'/
آهختن,/'āhikhtan/
کوژه,/kūžih/
منیزیوم,/manyazīyum/
گزک,/gazak/
مطرد,/mitrad/
ده دهی,/dahdahī/
گزش,/gazish/
ده دله,/dahdilih/
شاگردانه,/shāgirdānih/
ارژن,/'aržan/
مادرزن سلام,/mādarzansalām/
مادرغر,/mādarqar/
معشار,/mi'shār/
کم قدر,/kamqadr/
ارس,/'ars/
عروه,/'urvih/
محنت کش,/mihnatkish/
ستیز کاری,/sitīzkārī/
معسور,/ma'sūr/
زشت گو,/zishtgū/
بزمان,/bazmān/
وصال,/visāl/
آلوبالو,/'ālūbālū/
پژپژ,/pužpuž/
وصاف,/vassāf/
شت,/shat/
اجاره بها,/'ijāribahā/
تشتت,/tashattut/
پژگاله,/pažgālih/
رقطا,/raqtā/
مقلوع,/maqlū'/
بزم آرا,/bazm[']ārā/
تشت,/tasht/
تقوا,/taqvā/
غراب,/qurāb/
متوقف,/muti(a)vaqqif/
شپیلیدن,/shipīlīdan/
مقلوب,/maqlūb/
غرا,/qarrā/
خراب کار,/kharābkār/
غیبه,/qiybih/
خرابه,/kharābih/
غیبوبت,/qiybūbat/
جعل,/ja'l/
سبعون,/sab'ūn/
مدرجه,/madrajih/
فراعنه,/farā'inih/
سفچ,/safch/
جعفری,/ja'farī/
هوازی,/havāzī/
سفچه,/safchih/
چهارگامه,/cha(ā)hārgāmih/
هواسنج,/havāsanj/
چهارقل,/cha(ā)hārqul/
فراشیون,/farāshīyūn/
آیه,/'āyih/
کشوث,/kushūs/
کشو,/ka(i)shu[w]/
شبیه سازی,/shabīhsāzī/
اسرا,/'isrā/
آئورت,/'ā'urt/
شبیه,/shabīh/
سفیدخار,/sifīdkhār/
وادی,/vādī/
احسان,/'ihsān/
وادیان,/vādīyān/
سفیدتاک,/sifīdtāk/
پیره طفل,/pīritifl/
پیره سر,/pīrisar/
غوته,/qūtih/
غوث,/qu[w]s/
مزدحم,/muzdahim/
مزدبر,/muzdbar/
نرم دل,/narmdil/
احمقانه,/'ahmaqānih/
الکتریکی,/'ilict[i]rīkī/
قصبة الریه,/qasabaturrīyih/
نرم خویی,/narmkhūy(')ī/
واقعه رسیده,/vāqi'iri(a)sīdih/
الکتریسین,/'iliktirīsīyan/
قصبه,/qasabih/
انطباق,/'intibāq/
انطباع,/'intiba'/
مقرنس,/muqarnas/
هرچ,/harch/
مقرمه,/miqramih/
اسکیتینگ,/'iskiytīng/
هرج ومرج,/harjumarj/
اسکیزنده,/'iskīzandih/
سوسیس,/su(ū)sīs/
فرعون,/fir'u[w]n/
چپ راس,/chaprās/
اپرا,/'upirā/
قهار,/qahhār/
سمط,/simt/
ابیون,/'abyūn/
قهارمه,/qahārimih/
سمسم,/samsam/
پرورد,/parvard/
سنتور,/santūr/
لعاب الحیه,"/lu(a,i)'ābulhayyih/"
الحاظ,/'alhāz/
دوشیده,/dūshīdih/
الحاصل,/'alhāsil/
یک یک,/yikyik/
آماسیدن,/'āmāsīdan/
دوشیدن,/dūshīdan/
رنگ آمیزی,/rang[']āmīzī/
رنگ آمیز,/rang[']āmīz/
داغ دل,/dāqdil/
دوشا,/dūshā/
سنت,/sint/
متفکره,/muti(a)fakkirih/
یکی به دو,/yikībidu/
لعاب,/la''āb/
پرثمر,/pursamar/
سابق,/sābiq/
کفال,/ki(a)fāl/
سابقا,/sābiqan/
پودینه,/pūdīnih/
سبز گنبد,/sabzgumbad/
کفالت,/ka(i)fālat/
سبزگرا,/sabzgi(a)rā/
افروزش,/'afrūzish/
مرده خوار,/murdikhār/
شلافه,/shallāfih/
مرده خور,/murdikhur/
گنجه,/ganjih/
مسمط,/musammat/
شغ,/shaq/
فزودن,/fa(u)zūdan/
افروزاننده,/'afrūzānandih/
دوام,/davām/
مستدام,/mustadām/
ممزق,/mumazzaq/
کشمکش,"/kashmakash, kishmakish/"
اجمال,/'ajmāl/
مستخلص,/mustakhlas/
کشمش,/kishmish/
تارون,/tārūn/
ولایت,/vi(a)lāyat/
ولایات,/vi(a)lāyāt/
تارو,/tārū/
بحران,/buhrān/
مربع,/marba'/
معجز,/mu'jiz/
